noid;limite_norte;limite_sur;limite_este;limite_oeste;tipo;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal;codigo_municipio;codigo_departamento
271;LIMITE URBANO;LIMITE URBANO;KR 54B;KR 54 E;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5030;5
3488;VÍACARIBA.-LOS GEMELOS Y RÍO (PERMA.);MUNICIPIO PUERTO LÓPEZ;MUNICIPIO TAURAMENA;MUNICIPIO CABUYARO;Rural;Sin Informacion de Barrios;Buenos Aires Alto- Buenos Aires Bajo-  El Viso-  Mararabe-  Puerto Mirian-  Vegas del Upia;85440;85
3461;MUNICIPIO PAZ DE ARIPORO;M. NUNCHÍA- SAN LUIS DE P. Y TRINIDAD;MPIO. TRINIDAD Y PAZ DE ARIPORO;VÍA YOPAL-PAZ DE ARIPORO;Rural;Alcaravan;Agualinda- Altamira-  Bocas de Pore-  Cabecera Municipal-  Cafifies-  Curimina-  Guachiria-  Guamal-  Guanabanas-  La Curama-  La Jasse-  La Macoya-  La Mapora-  La Mesa-  La Plata-  La Sequi-  Matapalo-  Miralindo-  Regalito-  San Pedro de Guachira-  Tas;85263;85
2002;VÍA PITALITO-TIMANA;MUNICIPIO ACEVEDO;MPIO. TIMANA Y ACEVEDO;VÍA PITALITO-ACEVEDO Y LIM. URB.;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;41551;41
3635;MPIO. MITÚ Y PAÍS BRASIL;PAÍS BRASIL;QUEBRADA MACÚ;MUNICIPIO MITÚ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;97889;97
2225;MUNICIPIO SAN MARTÍN;MUNICIPIO PUERTO RICO;MUNICIPIO MAPIRIPÁN;RÍO ARIARI;Rural;Sin Informacion de Barrios;Agua Linda- Alto Casibare-  Argentina-  Brisas del Manacacias-  Canada-  Candilejas-  Casibare-  Chinata-  El Cairo-  El Santuario-  Esmeralda-  Esperanza-  Fundo Nuevo-  Gabanes-  Jose Maria-  Laureles-  Llano Grande-  Morichito-  Palmeras-  Puerto llera;50577;50
1833;MUNICIPIO QUIBDÓ;RÍO ATRATO Y MPIO. LLORO;MUNICIPIO LLORO;RÍO ATRATO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27050;27
725;M. BELEN Y P. DEL RÍO;M.CORRALES Y BUSBANZA;MUNICIPIO TASCO;MUNICIPIO FLORESTA;Rural;Sin Informacion de Barrios;Carichana- Centro-  hormezaque-  Pedregal-  San Isidro;15092;15
3644;MPIO. MIRAFLORES Y RÍO VAUPÉS;MUNICIPIO PACOA;MUNICIPIO MITÚ;MPIO. MIRAFLORES Y PACOA;Rural;Sin Informacion de Barrios;Puerto Santander;97161;97
1888;RÍO CUGUCHO Y BAUDÓ;MPIO. BAJO Y MEDIO BAUDO;MPIO. RÍO QUITO Y EL CANTÓN DE S. PABLO;MUNICIPIO NUQUI;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27025;27
3493;MUNICIPIO PAJARITO;RÍO SECO Y CHIQUITO;VÍA TAURAMENA-YOPAL Y M. YOPAL;MPIO. RECETOR Y TAURAMENA;Rural;Sin Informacion de Barrios;Alto Cunama- Altos De Cupiagua-  Cachiza-  Cagui Milagro-  Cunamá-  Cupiagua-  El Paraiso-  El Triunfo-  Guamal-  Jordán-  La Florida-  La Vegana-  Laureles-  Manoguia-  Monterralo-  Peñalta-  Plan Cunama-  Retiro Milagro-  San Ignacia-  Unete-  Volcan Bl;85010;85
103;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5819;5
3183;MPIO. ORTEGA Y SAN LUIS;M. COYAIMA Y PURIFICACIÓN;VÍA SALDAÑA-PURIFICACIÓN;MPIO . COYAIMA Y ORTEGA;Rural;Sin Informacion de Barrios;Coya- El Recinto-  Villa Colombia;73671;73
338;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5306;5
993;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;KR 23A Y CL 63;Urbano;Alta Suiza- Baja Suiza- Caserío La Enea- Cerros de La Alhambra- Colseguros- El Trébol- Juanchito- La Enea- La Sultana- La Toscana- Lusitania- Maltería- Milán- Residencias Manizales- San Marcel;Buenavista;17001;17
2814;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68160;68
221;RPIO SAN PEDRO;MUNICIPIO SALAMINA;MPIO. PENSILVANIA;MUNICIPIO SONSÓN;Rural;Sin Informacion de Barrios;Aguacatal- Alejandria-  Cabilditos-  Casco Urbano-  Damas-  El Bosque-  El Carmelo-  El Condor-  El Guamito (Cabecera Municipal)-  El Limon-  El Piñal-  El Sandal-  El Verdal-  El Zafiro-  Guadualito-  Guayaquil-  La Argentina-  La Española-  La Hermosa-;5483;5
1960;MUNICIPIO GIGANTE;MUNICIPIO FLORENCIA;MPIO. EL PAUJIL Y LA MONTAÑITA;VÍA ZULUAGA-GARZÓN;Rural;Las Colinas;Alejandría- Alto Fátima-  El Mesón-  Fátima-  La Esmeralda-  La Florida-  Las Palmitas-  Los Pinos-  Los Sauces-  Nueva Floresta-  Providencia-  San Miguel-  Sector Filo Rico;41298;41
3339;MUNICIPIO PEREIRA;MUNICIPIO ALCALÁ;MUNICIPIO FILANDIA;MUNICIPIO CARTAGO;Rural;Sin Informacion de Barrios;Cabecera Municipal- El Bosque-  El Placer-  La India-  La Montaña-  La Palmera-  La Plata;76845;76
2607;QDA. AGUABLANCA Y M. SARDINATA;MPIO. VILLA CARO Y LOURDES;MUNICIPIO SARDINATA;Q/DA. AGUABLANCA Y M. VILLA CARO;Rural;Sin Informacion de Barrios;El Alto- Nuevo Mundo-  Provincia-  San Juana-  San Pablo-  Santa Rita-  Santa Rita;54109;54
761;M. PANQUEBA Y GÛICAN;M. CHITA Y LA SALINA;MUNICIPIO TAME;M. SAN MATEO Y LA UVITA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15244;15
937;M. SAN JOSE DE PARE Y CHITARAQUE;M. MONIQUIRA Y GAMBITA;M. CHITARAQUE Y GAMBITA;MUNICIPIO MONIQUIRA;Rural;Sin Informacion de Barrios;Centro- El Tablon-  Gachazunga-  Hatillo-  Manga;15816;15
2630;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;54670;54
430;MUNICIPIO SOLEDAD;M. SABANAGRANDE;M. SITIONUEVO;NO SE ENCONTRO NINGUN LIMITE PARA ESTE COSTADO;Rural;Malambito;Sin Informacion de Veredas;8433;8
1772;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25148;25
1378;VÍA AGUACHICA-GAMARRA;MUNICIPIO AGUACHICA;MUNICIPIO AGUACHICA;MUNICIPIO MORALES;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20295;20
2939;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68720;68
1483;RÍO (PERMANENTE);MUNICIPIO MONTELIBANO;MUNICIPIO BUENAVISTA;M. MONTELI. Y VÍA S. FCO. DE R.-MARAÑO.;Rural;Sin Informacion de Barrios;Bodega- Calle Larga-  Cruces Nuevas-  Las Barras-  Las Margaritas-  Pica Pica Nuevo;23555;23
2805;CL 1;CL 8;KR 1;KR 7;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68468;68
2875;QUEBRADA GUAYANA;MUNICIPIO CHARALA;M. OCAMONTE Y VALLE DE SAN JOSE;MPIO. CONFINES Y SOCORRO;Rural;Sin Informacion de Barrios;Pedregal Arriba;68533;68
1724;MUNICIPIO JERUSALÉN;MUNICIPIO AGUA DE DIOS;VIA JERUSA.-TOCAIM.-AGUA DE D.;MPIO. GIRARDOT Y NARIÑO;Rural;Sin Informacion de Barrios;CAPOTES- CERRO DE LA MATA-  GALLINAZO-  LA PARADA-  LA TETE-  MALBERTO-  SANTA ROSA-  SANTUARIO-  SOLETO-  VILLA;25815;25
2151;CL 0;CL 10;KR 12;KR 0;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;47161;47
2530;AK LOS LIBERTAD;DG SANTANDER E;AK LOS LIBETAD;AK  7;Urbano;Ceiba 2- Ciudad Jardín- Colsag- Condado de Castilla- El Bosque- Govica- Gratamira- Guaimaral- La Capillana- La Castellana- La Ceiba- La Merced- La Riviera- Las Almeidas- Lleras Restrepo- Los Acacios- Los Pinos- Manolo Lemus- Paraíso- Parque de Las Brisas-;Sin Informacion de Veredas;54001;54
1835;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Cértegui;27160;27
1046;LIMITE URBANO;LIMITE URBANO;KR 0;LIMITE URBANO;Urbano;Sin Informacion de Barrios;La Floresta;17873;17
1573;CL 8;CL 3 S;KR 2 S;KR 7;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25407;25
2908;CL 10;CL 2;KR 2;KR 11;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68296;68
1632;MUNICIPIO GUAYATÁ;MPIO. GAMA Y GACHALÁ;MUNICIPIO CHIVOR;MPIO. GAMA Y GACHETÁ;Rural;Sin Informacion de Barrios;BETANIA- CASCADAS-  CASCAJAL-  DIAMANTE-  EL CARTUCHO-  Hatogrande-  LA MESA-  LAGUNA AZUL-  LAS MERCEDES-  MARGARITA-  PEÑAS BLANCAS-  REPRESA DEL GUAVIO-  RIONEGRO-  ROBLEDAL-  SAN ANTONIO DE UBALA-  SAN FERNADO-  SAN JOSE-  SAN LUIS-  SAN PABLO-  SAN P;25839;25
3119;MPIO. LÉRIDA Y AMBALEMA;MPIO. ALVARADO Y PIEDRAS;MUNICIPIO BELTRÁN;VÍA LÉRIDA-ALVARADO;Rural;Sin Informacion de Barrios;Calda Viejo- El Barro-  La Argelia-  Limones-  Palmar Alto;73861;73
3473;MUNICIPIO YOPAL;MUNICIPIO PUERTO GAITÁN;RÍO CRAVO SUR;MUNICIPIO MANÍ;Rural;Sin Informacion de Barrios;Corea- El Mango-  Fronteras-  Gaviotas Agua Verde-  Guayanas-  Matanegra-  Paso Real de Guarimena-  Santa Helena;85230;85
666;M. ACHÍ Y TIQUISIO;MUNICIPIO SEGOVIA;M.STA R. DEL SUR-MOR.-ARE.-RÍO V.;M. EL BAGRE- NECHÍ Y SAN J. DEL CAU.;Rural;Sin Informacion de Barrios;Ariguaní Grande- Ariguanicito-  Arizá-  Bocachico-  El Avión-  Horneras-  La Ahuyama-  La Dorada-  La Guinea-  La Marmota-  La Revesa-  La Revesa-  La Yuca-  Las Campanas-  Las Chanas-  Mala Noche-  Mantequera-  Plan Bonito-  Platanal-  Pueblo Lindo-  Pue;13458;13
3346;CL 20;LIMITE URBANO;KR 0;KR 21;Urbano;Bolívar- Ciudad Jardín- El Placer- El Quindío- Gonzalo Echeverry- Guamal- La Esperanza- La Inmaculada- La Valvanera- Las Mercedes- Libraida- Pama- Quinto Centenario- San Rafael- Sector Central- Urbanización Ana María- Urbanización Los Almendros- Urbanizac;Sin Informacion de Veredas;76895;76
498;AC  26;RIO FUCHA;AK  68;AK  86;Urbano;Bosque de Modelia- Capellanía- Ciudad Hayuelos- El Vergel- Franco- Granjas de Techo- Interindustrial- La Esperanza Norte- La Esperanza Sur- Modelia- Modelia Occidental- Montevideo- Salitre Occidental- Santa Cecilia- Terminal de Transportes;Sin Informacion de Veredas;11001;11
1989;RÍO (PERMANENTE) Y M.  ALTAMIRA;MPIO. SUAZA Y FLORENCIA;MUNICIPIO FLORENCIA;MPIO. ALTAMIRA Y SUAZA;Rural;Sin Informacion de Barrios;ALTO RESINAS- AUSTRALIA-  BARQUETAS-  BELLAVISTA-  BETANIA-  BUENOS AIRES-  CACHIMBAL-  CHORRILLOS-  COROZAL-  EL CARMEN-  EL DIVISO-  EL PARAISO-  EL PUENTE-  EL RECREO-  EL SALADO-  EL SINAI-  EL TIGRE-  EL VEGON-  FILO DE SALAZAR-  HATO VIEJO-  HORIZON;41319;41
2177;MUNICIPIO SANTA MARTA;RÍO FRIO;MUNICIPIO SANTA MARTA;MAR CARIBE Y M. Y M. PUEBLOVIEJO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;47189;47
2072;RÍO RANCHERÍA;M. FONSECA Y SAN J. DEL CESAR;MUNICIPIO FONSECA;MPIO. SAN J. DEL CESAR;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44098;44
1450;VÍA SAN A. SOTAVENTO-CHINU;MPIO. CGA. DE ORO Y CHINU;MUNICIPIO CHINU;VÍA SAN A. SOTAVENTO-CGA. DE ORO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;23670;23
1379;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;7 de Agosto- Alto Prado- Barahoja- Brisas de Buturama- Cañaveral- Centro- Ciudadela de La Paz- Cordillera- Divino Amor- Divino Niño- El Bosque- El Carretero- El Higuerón- El Progreso- Floridablanca- Idema- Jerusalem- Joaquín Fidel Royero- John F Kennedy-;Sin Informacion de Veredas;20011;20
659;CL 3;LIMITE URBANO;KR 16;KR 1;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13810;13
902;MUNICIPIO CUCAITA;MUNICIPIO VENTAQUEMADA;MUNICIPIO TUNJA;VÍA CAITA - SAMACA - VENTAQUEMADA;Rural;Sin Informacion de Barrios;San Jose del Gacal;15646;15
2680;MPIO. MONTENEGRO Y ARMENIA;MPIO. SEVILLA- CAICEDONIA Y CALARCÁ;MUNICIPIO ARMENIA;MPIO. ZARZAL Y LA VICTORIA;Rural;Sin Informacion de Barrios;El Eden- La Argentina-  La Popa-  Padilla;63401;63
1623;M. GUATAVITA Y GACHETÁ;MUNICIPIO FÓMEQUE;MPIO. GAMA Y GACHALA;MPIO. GUASCA Y FÓMEQUE;Rural;Sin Informacion de Barrios;ALEMANIA- ARENAL-  EL CARMEN SUEVA-  LA ALDEA;25372;25
873;NORTE TIBANA;MUNICIPIO GARAGOA;M. RAMIRIQUI Y ZETAQUIRA;M. UMBITA Y PACHAVITA;Rural;Sin Informacion de Barrios;Chiguata- Guayabal-  Quichatoque-  Uvero-  Uvero;15172;15
3116;MPIO. MURILLO Y LÍBANO;MUNICIPIO ANZOÁTEGUI;MUNICIPIO VENADILLO;RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Arenales- El Billar-  El Bosque-  El Diamante-  El Jardín-  El Retiro-  La Florida-  Las Lagunas-  Pie Morro;73686;73
475;TV  5C;AU LLANO;AK  51;CL  71A S;Urbano;Granada Sur- La Aurora- Marichuela- Nuevo San Andrés- San Juan Bautista- Santa Librada- Tunjuelito;Sin Informacion de Veredas;11001;11
335;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5113;5
2262;MUNICIPIO CUBARRAL;MUNICIPIO EL CASTILLO;MUNICIPIO SAN MARTÍN;MUNICIPIO EL CASTILLO;Rural;Sin Informacion de Barrios;Aguas Zarcas- La Esmeralda-  San Jose-  Santa Rosa Alta-  Santa Rosa Baja;50270;50
71;MUNICIPIO OLAYA;M. EBEJICO Y SAN JERRONIMO;VÍA SONSON OLAYA;M. SANTA FE DE ANTIOQUIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;5761;5
1409;CL 21;CL 1;LIMITE URBANO;LIMITE URBANO;Urbano;26 de Junio- Año Nuevo- Boca Grande- Cacagual- Cristo Rey- El Centro- El Paraíso- El Pepo- Incora- José Antonio Galán- La Encanada- La Fé- Las Flores- Las Vegas- Nuevo Milenio- San Antero- San Martín- Santo Domingo;Cabecera Municipal- Campanito-  Incora-  Pelayito;23686;23
3129;CL 1;CL 14;KR 0;A CASABLANCA;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;73870;73
2829;RÍO GUACHAVITA;MUNICIPIO TUTAZÁ;MUNICIPIO ONZAGA;RÍO TURE Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;El Guadal- El Playón-  Zúñiga;68217;68
2423;RÍO ÑAMBÍ Y RAMOS;RÍO VEGAS Y SAN MARTÍN;MUNICIPIO MALLAMA;MUNICIPIO BARBACOAS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52612;52
1643;MUNICIPIO LA CALERA;MUNICIPIO FOMEQUÉ;MUNICIPIO FOMEQUÉ;RÍO NEGRO;Rural;Sin Informacion de Barrios;CABANA;25181;25
881;CL 7;LIMITE URBANO;KR 1;KR 9;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15879;15
595;MUNICIPIO SAN CRISTOBAL;M. ARROYOHONDO Y VIA SATO-SUAN;M. SANTA LUCIA Y SUAN;M. ARROYOHONDO Y SOPLAVIENTO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13140;13
1305;VÍA LA PLANADA-PAN DE AZUCAR;MPIO. LEIVA Y PATÍA;RÍO CAPITANES;RÍO TURBIO;Rural;Sin Informacion de Barrios;Brisas del Río- Buena Vista-  Cabecera Municipal-  Cabuyo Alto-  Cabuyo Bajo-  Cachimbo-  Campo Bello Bajo-  Cresta de Gallo-  El Credo-  El Diviso-  El Mirador-  El Parnaso-  El Plan-  Guadualito-  La Bermeja-  La Cocha-  La Esperanza-  La Florida-  La P;19075;19
3510;KR 1;KR 15;CL 1;CL 7A;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;86219;86
2743;MUNICIPIO CÁCHIRA;MPIO. CALIFORNIA Y CHARTA;M. ARBOLEDAS Y CUCUTILLA;M. EL PLAYÓN Y MATANZA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;68780;68
2667;RÍO STO. DOMINGO Y M. SALENTO;MUNICIPIO CORDOBA;MPIO. SALENTO Y CAJAMARCA;RÍO SANTO DOMINGO;Rural;Sin Informacion de Barrios;Cristales-La Paloma- Guayaquil Alto-  La Leona-  La Soledad-  Las Auras-  Navarco-  Travesía;63130;63
1842;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;27600;27
3564;MPIO. LEGUIZAMO Y SOLANO;MUNICIPIO EL ENCANTO;MUNICIPIO LA CHORRERA;PAÍS PERÚ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;91530;91
1194;RÍO LAS CAÑAS;MPIO. PADILLA Y CORINTO;MUNICIPIO FLORIDA;RÍO (PERMANEN.) Y M. PADILLA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19455;19
1983;CL 7;CL 5 S;KR 2 E;KR 13;Urbano;Sin Informacion de Barrios;LLANO DEL HATO- SAN JOAQUIN;41791;41
2933;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68773;68
2935;Q/DA. LA COLORADA Y RÍO (PERMA.);MPIO. JESUS MARIA;MPIO. JESUS MARIA;MUNICIPIO LA BELLEZA;Rural;Sin Informacion de Barrios;Agua Fría- Angostura-  Arciniegas-  Cristales-  El Oscuro-  Laderas-  Santa Rosa Buenos Aires;68773;68
3104;MUNICIPIO SALENTO Y ANZOATEGUI;VIA IBAGUE - CAJAMARCA;QUEBRADA LA SIBERIA;MUNICIPIO CAJAMARCA;Rural;Sin Informacion de Barrios;Astilleros- Cataima-  Cataimita-  El Corazon-  El Ingenio-  El Secreto la Maria-  Juntas-  La Maria Comucima-  Los Naranjos-  Peñaranda Alta-  Puerto Piedra-  Ramos y Astilleros-  San Simon Alto-  San Simon Bajo-  Tapias-  Tres Esquinas-  Villa Restrepo;73001;73
979;RÍO (PERMANENTE);MUNICIPIO MUZO;M. PAUNA Y MARIPI;MUNICIPIO QUIPAMA;Rural;Sin Informacion de Barrios;Altosano;15681;15
2692;MPIO. BALBOA- LA VIRGINIA Y MARSELLA;VÍA CARTAGO-PEREIRA;MUNICIPIO DOSQUEBRADAS;MPIO. ANSERMANUEVO Y CARTAGO;Rural;Sin Informacion de Barrios;Amoladora Baja- Betania-  El Chaquiro-  El Edén-  El Pomo-  La Carmelita-  La Renta-  La Siria-  San Marino-  San Vicente-  Santander-  Suecia;66001;66
47;RIO MEDELLIN  Y  LIMITE URBANO;KR  10  Y  LIMITE URBANO;LIMITE URBANO;CL  14  Y  LIMITE URBANO;Urbano;Aurelio Mejía- Centro- El Llano- El Paraíso- Girardota Nueva- Guadales- Guayacanes- Hato Grande- Juan 23- La Ceiba- La Ferreira- La Florida- Montecarlo- Naranjal- Nuevo Horizonte- Palmas del Llano- Salado- San José- Santa Ana;Sin Informacion de Veredas;5308;5
2421;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52612;52
1345;MUNICIPIO ASTREA;VÍA EL BANCO-CHIMI. Y CIÉNA. EL RUBIO;MUNICIPIO CHIRIGUANA;MPIO. EL BANCO Y GUAMAL;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20175;20
1151;MUNICIPIO MORALES;VÍA EL CARMELO-LA PEDREGOSA;MUNICIPIO PIENDAMÓ;VÍA DINDE-LOMA EL DIVISO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19130;19
444;M. PONEDERA Y CANDELARIA;M. SUAN Y STA LUCIA;M. SALAMINA Y EL PIÑON;M. CANDELARIA Y MANATI;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;8137;8
3567;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;91669;91
2465;RÍO (PERMANEN.) Y M. EL ROSARIO;MPIO. LOS ANDES Y EL PEÑOL;MUNICIPIO TAMINANGO;MUNICIPIO CUMBITARA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52540;52
3221;M. CHAPARRAL Y RÍOBLANCO;MPIO. AIPE Y PLANADAS;VÍA ATACO-CUCHILLA BUITRERA;M. RÍOBLANCO Y PLANADAS;Rural;Sin Informacion de Barrios;Aracamangas- Bruselas-  Buhos-  Caicedonia-  Caño Roto-  Coloradas-  Contorno-  Copete Oriente-  El Oso-  El Triunfo - Occidental-  Esmeralda Alta-  Esmeralda Baja-  Esperanza-  La Estrella-  La Loma-  La Vista-  Las Juntas-  Los Andes-  Maquencal-  Menda;73067;73
491;AC  1 DE MAYO;AU SUR  Y  RIO TUNJUELITO;AK  68;CL  44 S;Urbano;Alqueria La Fragua- Alqueria La Fragua Norte- Boita- La Campiña- Las Delicias- Nueva York- Provivienda- Provivienda Occidental- Renania Urapanes- Santa Catalina- Timiza- Timiza A- Timiza B- Timiza C- Tundama;Sin Informacion de Veredas;11001;11
2490;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52473;52
1532;AK TERRER-TV 13D-KR 77G;TV  7  Y  KR 7;AU SUR;LIMITE URBANO;Urbano;Acuaparque Altanare- Alameda del Pinar- Altos de Camilo Torres- Altos de Portalegre- Altos del Bosque I- Altos del Bosque II- Altos del Bosque III- Altos del Pinar I- Altos del Pinar II- Altos del Pinar III- Altos del Pinar IV- Altos del Sacromonte- Bochi;Sin Informacion de Veredas;25754;25
997;RIO GUACAICA;RIO CHINCHINÁ;LIMITE URBANO;MUNICIPIO PALESTINA;Rural;Sin Informacion de Barrios;Colombia- Cueva Santa-  El Cascarero-  El Chuzo-  El Guineo-  El Limon-  El Reposo-  El Rosario-  Guacaica-  Guacaica-  Guacas-  La Argelia-  La Aurora-  La Cabaña-  La China-  La Inquisición-  La Quiebra del Billar-  La Trinida-  Lisboa-  Los Lobos-  Mal;17001;17
3083;MPIO. SANTIAGO DE TOLU;MPIO. MOMIL Y SAN ANDRES SOTAVENTO;MUNICIPIO SINCELEJO;MPIO. PURISIMA Y COVEÑAS;Rural;Sin Informacion de Barrios;Algodoncillo- Aserradero-  Bomba-  Cabecera Municipal-  Centro Azul-  Chupundun-  El Martillo-  El Olivo-  Flechas-  Guaimaral-  Guaymaral-  hueso-  La Gran Vía-  Las Huertas-  Los Castillos-  Media Sombra-  Minuto de Dios-  Mocha Nariz-  Palmar-  Palmar;70523;70
2472;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52405;52
964;MUNICIPIO PAUNA;VÍA MAPIRIPI - PAUNA;MUNICIPIO CALDAS;MUNICIPIO PAUNA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15442;15
3426;MUNICIPIO SARAVENA;MUNICIPIO TAME;MUNICIPIO ARAUQUITA;VÍA TAME - FORTUL;Rural;Sin Informacion de Barrios;Alpes 1- Arauquita_Arauca-  Bajo Caranal-  Buenos Aires-  El Amparo-  El Cristal-  El Paraiso-  La Cabaña-  La Cristalina-  La Primavera-  La Salve-  La Unión-  Villanueva;81300;81
3017;LIMITE URBANO;KR 19;LIMITE URBANO;KR 17;Urbano;6 de Enero- 7 de Agosto- A Prodes- Av Las Penitas- Bellavista- Bogotá- Bosque- Boston- Buenos Aires- Carcel Nacional- Cauca- Centro- Charconcito- Ciudad Jardín- Ciudadela Universitaria I- Ciudadela Universitaria II- Costa Azul- Cuatro Vientos- Dulce Nombr;Sin Informacion de Veredas;70001;70
3041;MPIO. SAN LUIS DE SINCE;MPIO. EL ROBLE Y SAN BENITO ABAD;MUNICIPIO MAGANGUÉ;MPIO. SAN LUIS DE SINCE;Rural;Sin Informacion de Barrios;Cocorote;70235;70
3429;VENEZUELA- RÍO ARAUCA;RÍO SAN MIGUEL;BRAZO RÍO VIEJO;MUNICIPIO CUBARA;Rural;Sin Informacion de Barrios;Alto Caño Rojo- Alto La Pava-  Alto San Joaquin-  Alto San Miguel-  Bajo Banadia-  Bajo Pescado-  Banadia-  Banadia Medio-  Brisas del Stocá-  Buenos Aires-  Campo Alegre-  Caño Rojo-  Charo Alto-  Charo Bajo-  Charo Centro-  Cobalongos-  Cuatro Esquinas-;81736;81
3180;VÍA GUAMO-LA CHAMBA;M. SALDAÑA Y PURIFICACIÓN;MUNICIPIO SUÁREZ;MUNICIPIO SALDAÑA;Rural;Sin Informacion de Barrios;Cabecera Municipal- Cairo Brisas-  Caracolí Barroso-  Caracolí e Iguales-  Centro Chipuelo-  Chontaduro-  El Chorro-  Guamal-  Guamalito-  La Luisa-  Planadas Arenosa-  Rincón Santo Centro-  Rincón Santo de Lemaya-  Serrezuela Paraíso-  Tovar;73319;73
2749;MPIO. CHARTA Y BETAS;RÍO TONA- (PERMA.) Y Q/DA. ARENALES;MUNICIPIO SILOS;MPIO. CHARTA Y B/MANGA.;Rural;Sin Informacion de Barrios;Alizal- Carbonal-  Cristalina-  Pantanos-  Quemado-  Roble;68820;68
512;CL  170;AC SUBA;KR  92;RIO BOGOTÁ;Urbano;Bosques de San Jorge- Campanella- El Pino- Las Flores- Las Mercedes I- Las Mercedes Suba- Las Mercedes Suba Rural- Pinos de Lombardía- Rincón de Santa Inés- Sabana de Tibabuyes Norte- Salitre Suba- Tibabuyes- Tuna- Tuna Baja- Tuna Rural- Villa Hermosa;Sin Informacion de Veredas;11001;11
