noid;zona_postal;codigo_postal;limite_norte;limite_sur;limite_este;limite_oeste;tipo;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal;codigo_municipio
194;538;53838;MUNICIPIO SAN ROQUE;MUNICIPIO SAN CARLOS;MUNICIPIO SAN ROQUE;MUNICIPIO ALEJANDRIA;Rural;Sin Informacion de Barrios;Agua Bonita- El Chico-  El Diamante-  El Golgota-  La Florida-  La Iraca-  Las Divisas-  Las Flores-  Santa Cruz;5667
195;6800;680001;CL  37N;CL  11;LIMITE URBANO;AV RIO DE ORO;Urbano;Altos del Kennedy- Bosque Norte- Café Madrid- Chapinero- Cinal III Etapa- Colseguros Norte- Comuneros- El Cinar- El Plan- José María Córdoba- Kennedy- La Esperanza I- La Esperanza II- La Esperanza III- La Independencia- La Juventud- Las Hamacas- Las Olas-;Los Santos;68001
196;1512;151201;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15673
197;5250;525068;M. RICAURTE Y SANTA CRUZ;RÍO MIRAFLORES Y (PERMANENTE);RÍO (PERMANENTE);MUNICIPIO RICAURTE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52435
198;558;55840;LIMITE URBANO;LIMITE URBANO;KR 54B;KR 54 E;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5030
199;8550;855039;VÍACARIBA.-LOS GEMELOS Y RÍO (PERMA.);MUNICIPIO PUERTO LÓPEZ;MUNICIPIO TAURAMENA;MUNICIPIO CABUYARO;Rural;Sin Informacion de Barrios;Buenos Aires Alto- Buenos Aires Bajo-  El Viso-  Mararabe-  Puerto Mirian-  Vegas del Upia;85440
200;8520;852058;MUNICIPIO PAZ DE ARIPORO;M. NUNCHÍA- SAN LUIS DE P. Y TRINIDAD;MPIO. TRINIDAD Y PAZ DE ARIPORO;VÍA YOPAL-PAZ DE ARIPORO;Rural;Alcaravan;Agualinda- Altamira-  Bocas de Pore-  Cabecera Municipal-  Cafifies-  Curimina-  Guachiria-  Guamal-  Guanabanas-  La Curama-  La Jasse-  La Macoya-  La Mapora-  La Mesa-  La Plata-  La Sequi-  Matapalo-  Miralindo-  Regalito-  San Pedro de Guachira-  Tas;85263
201;4170;417038;VÍA PITALITO-TIMANA;MUNICIPIO ACEVEDO;MPIO. TIMANA Y ACEVEDO;VÍA PITALITO-ACEVEDO Y LIM. URB.;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;41551
202;9710;971007;MPIO. MITÚ Y PAÍS BRASIL;PAÍS BRASIL;QUEBRADA MACÚ;MUNICIPIO MITÚ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;97889
203;5030;503007;MUNICIPIO SAN MARTÍN;MUNICIPIO PUERTO RICO;MUNICIPIO MAPIRIPÁN;RÍO ARIARI;Rural;Sin Informacion de Barrios;Agua Linda- Alto Casibare-  Argentina-  Brisas del Manacacias-  Canada-  Candilejas-  Casibare-  Chinata-  El Cairo-  El Santuario-  Esmeralda-  Esperanza-  Fundo Nuevo-  Gabanes-  Jose Maria-  Laureles-  Llano Grande-  Morichito-  Palmeras-  Puerto llera;50577
204;2720;272017;MUNICIPIO QUIBDÓ;RÍO ATRATO Y MPIO. LLORO;MUNICIPIO LLORO;RÍO ATRATO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27050
205;1506;150617;M. BELEN Y P. DEL RÍO;M.CORRALES Y BUSBANZA;MUNICIPIO TASCO;MUNICIPIO FLORESTA;Rural;Sin Informacion de Barrios;Carichana- Centro-  hormezaque-  Pedregal-  San Isidro;15092
206;9730;973008;MPIO. MIRAFLORES Y RÍO VAUPÉS;MUNICIPIO PACOA;MUNICIPIO MITÚ;MPIO. MIRAFLORES Y PACOA;Rural;Sin Informacion de Barrios;Puerto Santander;97161
207;2760;276078;RÍO CUGUCHO Y BAUDÓ;MPIO. BAJO Y MEDIO BAUDO;MPIO. RÍO QUITO Y EL CANTÓN DE S. PABLO;MUNICIPIO NUQUI;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27025
208;8560;856017;MUNICIPIO PAJARITO;RÍO SECO Y CHIQUITO;VÍA TAURAMENA-YOPAL Y M. YOPAL;MPIO. RECETOR Y TAURAMENA;Rural;Sin Informacion de Barrios;Alto Cunama- Altos De Cupiagua-  Cachiza-  Cagui Milagro-  Cunamá-  Cupiagua-  El Paraiso-  El Triunfo-  Guamal-  Jordán-  La Florida-  La Vegana-  Laureles-  Manoguia-  Monterralo-  Peñalta-  Plan Cunama-  Retiro Milagro-  San Ignacia-  Unete-  Volcan Bl;85010
209;520;52050;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5819
210;7335;733578;MPIO. ORTEGA Y SAN LUIS;M. COYAIMA Y PURIFICACIÓN;VÍA SALDAÑA-PURIFICACIÓN;MPIO . COYAIMA Y ORTEGA;Rural;Sin Informacion de Barrios;Coya- El Recinto-  Villa Colombia;73671
211;570;57040;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5306
212;1700;170003;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;KR 23A Y CL 63;Urbano;Alta Suiza- Baja Suiza- Caserío La Enea- Cerros de La Alhambra- Colseguros- El Trébol- Juanchito- La Enea- La Sultana- La Toscana- Lusitania- Maltería- Milán- Residencias Manizales- San Marcel;Buenavista;17001
213;6820;682061;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68160
214;548;54848;RPIO SAN PEDRO;MUNICIPIO SALAMINA;MPIO. PENSILVANIA;MUNICIPIO SONSÓN;Rural;Sin Informacion de Barrios;Aguacatal- Alejandria-  Cabilditos-  Casco Urbano-  Damas-  El Bosque-  El Carmelo-  El Condor-  El Guamito (Cabecera Municipal)-  El Limon-  El Piñal-  El Sandal-  El Verdal-  El Zafiro-  Guadualito-  Guayaquil-  La Argentina-  La Española-  La Hermosa-;5483
215;4140;414027;MUNICIPIO GIGANTE;MUNICIPIO FLORENCIA;MPIO. EL PAUJIL Y LA MONTAÑITA;VÍA ZULUAGA-GARZÓN;Rural;Las Colinas;Alejandría- Alto Fátima-  El Mesón-  Fátima-  La Esmeralda-  La Florida-  Las Palmitas-  Los Pinos-  Los Sauces-  Nueva Floresta-  Providencia-  San Miguel-  Sector Filo Rico;41298
216;7620;762037;MUNICIPIO PEREIRA;MUNICIPIO ALCALÁ;MUNICIPIO FILANDIA;MUNICIPIO CARTAGO;Rural;Sin Informacion de Barrios;Cabecera Municipal- El Bosque-  El Placer-  La India-  La Montaña-  La Palmera-  La Plata;76845
217;5455;545557;QDA. AGUABLANCA Y M. SARDINATA;MPIO. VILLA CARO Y LOURDES;MUNICIPIO SARDINATA;Q/DA. AGUABLANCA Y M. VILLA CARO;Rural;Sin Informacion de Barrios;El Alto- Nuevo Mundo-  Provincia-  San Juana-  San Pablo-  Santa Rita-  Santa Rita;54109
218;1512;151287;M. PANQUEBA Y GÛICAN;M. CHITA Y LA SALINA;MUNICIPIO TAME;M. SAN MATEO Y LA UVITA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15244
219;1544;154407;M. SAN JOSE DE PARE Y CHITARAQUE;M. MONIQUIRA Y GAMBITA;M. CHITARAQUE Y GAMBITA;MUNICIPIO MONIQUIRA;Rural;Sin Informacion de Barrios;Centro- El Tablon-  Gachazunga-  Hatillo-  Manga;15816
220;5470;547010;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;54670
221;830;83027;MUNICIPIO SOLEDAD;M. SABANAGRANDE;M. SITIONUEVO;NO SE ENCONTRO NINGUN LIMITE PARA ESTE COSTADO;Rural;Malambito;Sin Informacion de Veredas;8433
222;2534;253460;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25148
223;2050;205008;VÍA AGUACHICA-GAMARRA;MUNICIPIO AGUACHICA;MUNICIPIO AGUACHICA;MUNICIPIO MORALES;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20295
224;6855;685501;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68720
225;2330;233049;RÍO (PERMANENTE);MUNICIPIO MONTELIBANO;MUNICIPIO BUENAVISTA;M. MONTELI. Y VÍA S. FCO. DE R.-MARAÑO.;Rural;Sin Informacion de Barrios;Bodega- Calle Larga-  Cruces Nuevas-  Las Barras-  Las Margaritas-  Pica Pica Nuevo;23555
226;6820;682031;CL 1;CL 8;KR 1;KR 7;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68468
227;6835;683528;QUEBRADA GUAYANA;MUNICIPIO CHARALA;M. OCAMONTE Y VALLE DE SAN JOSE;MPIO. CONFINES Y SOCORRO;Rural;Sin Informacion de Barrios;Pedregal Arriba;68533
228;2528;252847;MUNICIPIO JERUSALÉN;MUNICIPIO AGUA DE DIOS;VIA JERUSA.-TOCAIM.-AGUA DE D.;MPIO. GIRARDOT Y NARIÑO;Rural;Sin Informacion de Barrios;CAPOTES- CERRO DE LA MATA-  GALLINAZO-  LA PARADA-  LA TETE-  MALBERTO-  SANTA ROSA-  SANTUARIO-  SOLETO-  VILLA;25815
229;4760;476020;CL 0;CL 10;KR 12;KR 0;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;47161
230;5400;540003;AK LOS LIBERTAD;DG SANTANDER E;AK LOS LIBETAD;AK  7;Urbano;Ceiba 2- Ciudad Jardín- Colsag- Condado de Castilla- El Bosque- Govica- Gratamira- Guaimaral- La Capillana- La Castellana- La Ceiba- La Merced- La Riviera- Las Almeidas- Lleras Restrepo- Los Acacios- Los Pinos- Manolo Lemus- Paraíso- Parque de Las Brisas-;Sin Informacion de Veredas;54001
231;2720;272020;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Cértegui;27160
232;1760;176001;LIMITE URBANO;LIMITE URBANO;KR 0;LIMITE URBANO;Urbano;Sin Informacion de Barrios;La Floresta;17873
233;2506;250601;CL 8;CL 3 S;KR 2 S;KR 7;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25407
234;6840;684051;CL 10;CL 2;KR 2;KR 11;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68296
235;2512;251267;MUNICIPIO GUAYATÁ;MPIO. GAMA Y GACHALÁ;MUNICIPIO CHIVOR;MPIO. GAMA Y GACHETÁ;Rural;Sin Informacion de Barrios;BETANIA- CASCADAS-  CASCAJAL-  DIAMANTE-  EL CARTUCHO-  Hatogrande-  LA MESA-  LAGUNA AZUL-  LAS MERCEDES-  MARGARITA-  PEÑAS BLANCAS-  REPRESA DEL GUAVIO-  RIONEGRO-  ROBLEDAL-  SAN ANTONIO DE UBALA-  SAN FERNADO-  SAN JOSE-  SAN LUIS-  SAN PABLO-  SAN P;25839
236;7305;730588;MPIO. LÉRIDA Y AMBALEMA;MPIO. ALVARADO Y PIEDRAS;MUNICIPIO BELTRÁN;VÍA LÉRIDA-ALVARADO;Rural;Sin Informacion de Barrios;Calda Viejo- El Barro-  La Argelia-  Limones-  Palmar Alto;73861
237;8530;853059;MUNICIPIO YOPAL;MUNICIPIO PUERTO GAITÁN;RÍO CRAVO SUR;MUNICIPIO MANÍ;Rural;Sin Informacion de Barrios;Corea- El Mango-  Fronteras-  Gaviotas Agua Verde-  Guayanas-  Matanegra-  Paso Real de Guarimena-  Santa Helena;85230
238;1340;134077;M. ACHÍ Y TIQUISIO;MUNICIPIO SEGOVIA;M.STA R. DEL SUR-MOR.-ARE.-RÍO V.;M. EL BAGRE- NECHÍ Y SAN J. DEL CAU.;Rural;Sin Informacion de Barrios;Ariguaní Grande- Ariguanicito-  Arizá-  Bocachico-  El Avión-  Horneras-  La Ahuyama-  La Dorada-  La Guinea-  La Marmota-  La Revesa-  La Revesa-  La Yuca-  Las Campanas-  Las Chanas-  Mala Noche-  Mantequera-  Plan Bonito-  Platanal-  Pueblo Lindo-  Pue;13458
239;7625;762520;CL 20;LIMITE URBANO;KR 0;KR 21;Urbano;Bolívar- Ciudad Jardín- El Placer- El Quindío- Gonzalo Echeverry- Guamal- La Esperanza- La Inmaculada- La Valvanera- Las Mercedes- Libraida- Pama- Quinto Centenario- San Rafael- Sector Central- Urbanización Ana María- Urbanización Los Almendros- Urbanizac;Sin Informacion de Veredas;76895
240;1109;110931;AC  26;RIO FUCHA;AK  68;AK  86;Urbano;Bosque de Modelia- Capellanía- Ciudad Hayuelos- El Vergel- Franco- Granjas de Techo- Interindustrial- La Esperanza Norte- La Esperanza Sur- Modelia- Modelia Occidental- Montevideo- Salitre Occidental- Santa Cecilia- Terminal de Transportes;Sin Informacion de Veredas;11001
241;4160;416048;RÍO (PERMANENTE) Y M.  ALTAMIRA;MPIO. SUAZA Y FLORENCIA;MUNICIPIO FLORENCIA;MPIO. ALTAMIRA Y SUAZA;Rural;Sin Informacion de Barrios;ALTO RESINAS- AUSTRALIA-  BARQUETAS-  BELLAVISTA-  BETANIA-  BUENOS AIRES-  CACHIMBAL-  CHORRILLOS-  COROZAL-  EL CARMEN-  EL DIVISO-  EL PARAISO-  EL PUENTE-  EL RECREO-  EL SALADO-  EL SINAI-  EL TIGRE-  EL VEGON-  FILO DE SALAZAR-  HATO VIEJO-  HORIZON;41319
242;4780;478007;MUNICIPIO SANTA MARTA;RÍO FRIO;MUNICIPIO SANTA MARTA;MAR CARIBE Y M. Y M. PUEBLOVIEJO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;47189
243;4440;444008;RÍO RANCHERÍA;M. FONSECA Y SAN J. DEL CESAR;MUNICIPIO FONSECA;MPIO. SAN J. DEL CESAR;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44098
244;2320;232039;VÍA SAN A. SOTAVENTO-CHINU;MPIO. CGA. DE ORO Y CHINU;MUNICIPIO CHINU;VÍA SAN A. SOTAVENTO-CGA. DE ORO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;23670
245;2050;205010;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;7 de Agosto- Alto Prado- Barahoja- Brisas de Buturama- Cañaveral- Centro- Ciudadela de La Paz- Cordillera- Divino Amor- Divino Niño- El Bosque- El Carretero- El Higuerón- El Progreso- Floridablanca- Idema- Jerusalem- Joaquín Fidel Royero- John F Kennedy-;Sin Informacion de Veredas;20011
246;1340;134040;CL 3;LIMITE URBANO;KR 16;KR 1;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13810
247;1536;153667;MUNICIPIO CUCAITA;MUNICIPIO VENTAQUEMADA;MUNICIPIO TUNJA;VÍA CAITA - SAMACA - VENTAQUEMADA;Rural;Sin Informacion de Barrios;San Jose del Gacal;15646
248;6330;633027;MPIO. MONTENEGRO Y ARMENIA;MPIO. SEVILLA- CAICEDONIA Y CALARCÁ;MUNICIPIO ARMENIA;MPIO. ZARZAL Y LA VICTORIA;Rural;Sin Informacion de Barrios;El Eden- La Argentina-  La Popa-  Padilla;63401
249;2512;251227;M. GUATAVITA Y GACHETÁ;MUNICIPIO FÓMEQUE;MPIO. GAMA Y GACHALA;MPIO. GUASCA Y FÓMEQUE;Rural;Sin Informacion de Barrios;ALEMANIA- ARENAL-  EL CARMEN SUEVA-  LA ALDEA;25372
250;1532;153287;NORTE TIBANA;MUNICIPIO GARAGOA;M. RAMIRIQUI Y ZETAQUIRA;M. UMBITA Y PACHAVITA;Rural;Sin Informacion de Barrios;Chiguata- Guayabal-  Quichatoque-  Uvero-  Uvero;15172
251;7305;730568;MPIO. MURILLO Y LÍBANO;MUNICIPIO ANZOÁTEGUI;MUNICIPIO VENADILLO;RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Arenales- El Billar-  El Bosque-  El Diamante-  El Jardín-  El Retiro-  La Florida-  Las Lagunas-  Pie Morro;73686
252;1105;110511;TV  5C;AU LLANO;AK  51;CL  71A S;Urbano;Granada Sur- La Aurora- Marichuela- Nuevo San Andrés- San Juan Bautista- Santa Librada- Tunjuelito;Sin Informacion de Veredas;11001
253;570;57030;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5113
254;5060;506027;MUNICIPIO CUBARRAL;MUNICIPIO EL CASTILLO;MUNICIPIO SAN MARTÍN;MUNICIPIO EL CASTILLO;Rural;Sin Informacion de Barrios;Aguas Zarcas- La Esmeralda-  San Jose-  Santa Rosa Alta-  Santa Rosa Baja;50270
255;514;51448;MUNICIPIO OLAYA;M. EBEJICO Y SAN JERRONIMO;VÍA SONSON OLAYA;M. SANTA FE DE ANTIOQUIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;5761
256;2305;230520;CL 21;CL 1;LIMITE URBANO;LIMITE URBANO;Urbano;26 de Junio- Año Nuevo- Boca Grande- Cacagual- Cristo Rey- El Centro- El Paraíso- El Pepo- Incora- José Antonio Galán- La Encanada- La Fé- Las Flores- Las Vegas- Nuevo Milenio- San Antero- San Martín- Santo Domingo;Cabecera Municipal- Campanito-  Incora-  Pelayito;23686
257;7315;731501;CL 1;CL 14;KR 0;A CASABLANCA;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;73870
258;6825;682538;RÍO GUACHAVITA;MUNICIPIO TUTAZÁ;MUNICIPIO ONZAGA;RÍO TURE Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;El Guadal- El Playón-  Zúñiga;68217
259;5250;525038;RÍO ÑAMBÍ Y RAMOS;RÍO VEGAS Y SAN MARTÍN;MUNICIPIO MALLAMA;MUNICIPIO BARBACOAS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52612
260;2516;251628;MUNICIPIO LA CALERA;MUNICIPIO FOMEQUÉ;MUNICIPIO FOMEQUÉ;RÍO NEGRO;Rural;Sin Informacion de Barrios;CABANA;25181
261;1534;153450;CL 7;LIMITE URBANO;KR 1;KR 9;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15879
262;1315;131547;MUNICIPIO SAN CRISTOBAL;M. ARROYOHONDO Y VIA SATO-SUAN;M. SANTA LUCIA Y SUAN;M. ARROYOHONDO Y SOPLAVIENTO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13140
263;1955;195539;VÍA LA PLANADA-PAN DE AZUCAR;MPIO. LEIVA Y PATÍA;RÍO CAPITANES;RÍO TURBIO;Rural;Sin Informacion de Barrios;Brisas del Río- Buena Vista-  Cabecera Municipal-  Cabuyo Alto-  Cabuyo Bajo-  Cachimbo-  Campo Bello Bajo-  Cresta de Gallo-  El Credo-  El Diviso-  El Mirador-  El Parnaso-  El Plan-  Guadualito-  La Bermeja-  La Cocha-  La Esperanza-  La Florida-  La P;19075
264;8610;861040;KR 1;KR 15;CL 1;CL 7A;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;86219
265;6805;680507;MUNICIPIO CÁCHIRA;MPIO. CALIFORNIA Y CHARTA;M. ARBOLEDAS Y CUCUTILLA;M. EL PLAYÓN Y MATANZA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;68780
266;6320;632008;RÍO STO. DOMINGO Y M. SALENTO;MUNICIPIO CORDOBA;MPIO. SALENTO Y CAJAMARCA;RÍO SANTO DOMINGO;Rural;Sin Informacion de Barrios;Cristales-La Paloma- Guayaquil Alto-  La Leona-  La Soledad-  Las Auras-  Navarco-  Travesía;63130
267;2720;272050;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;27600
268;9130;913057;MPIO. LEGUIZAMO Y SOLANO;MUNICIPIO EL ENCANTO;MUNICIPIO LA CHORRERA;PAÍS PERÚ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;91530
269;1915;191528;RÍO LAS CAÑAS;MPIO. PADILLA Y CORINTO;MUNICIPIO FLORIDA;RÍO (PERMANEN.) Y M. PADILLA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19455
270;4160;416001;CL 7;CL 5 S;KR 2 E;KR 13;Urbano;Sin Informacion de Barrios;LLANO DEL HATO- SAN JOAQUIN;41791
271;6850;685041;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68773
272;6850;685048;Q/DA. LA COLORADA Y RÍO (PERMA.);MPIO. JESUS MARIA;MPIO. JESUS MARIA;MUNICIPIO LA BELLEZA;Rural;Sin Informacion de Barrios;Agua Fría- Angostura-  Arciniegas-  Cristales-  El Oscuro-  Laderas-  Santa Rosa Buenos Aires;68773
273;7300;730018;MUNICIPIO SALENTO Y ANZOATEGUI;VIA IBAGUE - CAJAMARCA;QUEBRADA LA SIBERIA;MUNICIPIO CAJAMARCA;Rural;Sin Informacion de Barrios;Astilleros- Cataima-  Cataimita-  El Corazon-  El Ingenio-  El Secreto la Maria-  Juntas-  La Maria Comucima-  Los Naranjos-  Peñaranda Alta-  Puerto Piedra-  Ramos y Astilleros-  San Simon Alto-  San Simon Bajo-  Tapias-  Tres Esquinas-  Villa Restrepo;73001
274;1550;155047;RÍO (PERMANENTE);MUNICIPIO MUZO;M. PAUNA Y MARIPI;MUNICIPIO QUIPAMA;Rural;Sin Informacion de Barrios;Altosano;15681
275;6600;660007;MPIO. BALBOA- LA VIRGINIA Y MARSELLA;VÍA CARTAGO-PEREIRA;MUNICIPIO DOSQUEBRADAS;MPIO. ANSERMANUEVO Y CARTAGO;Rural;Sin Informacion de Barrios;Amoladora Baja- Betania-  El Chaquiro-  El Edén-  El Pomo-  La Carmelita-  La Renta-  La Siria-  San Marino-  San Vicente-  Santander-  Suecia;66001
276;510;51030;RIO MEDELLIN  Y  LIMITE URBANO;KR  10  Y  LIMITE URBANO;LIMITE URBANO;CL  14  Y  LIMITE URBANO;Urbano;Aurelio Mejía- Centro- El Llano- El Paraíso- Girardota Nueva- Guadales- Guayacanes- Hato Grande- Juan 23- La Ceiba- La Ferreira- La Florida- Montecarlo- Naranjal- Nuevo Horizonte- Palmas del Llano- Salado- San José- Santa Ana;Sin Informacion de Veredas;5308
277;5250;525030;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52612
278;2010;201058;MUNICIPIO ASTREA;VÍA EL BANCO-CHIMI. Y CIÉNA. EL RUBIO;MUNICIPIO CHIRIGUANA;MPIO. EL BANCO Y GUAMAL;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20175
279;1905;190509;MUNICIPIO MORALES;VÍA EL CARMELO-LA PEDREGOSA;MUNICIPIO PIENDAMÓ;VÍA DINDE-LOMA EL DIVISO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19130
280;840;84047;M. PONEDERA Y CANDELARIA;M. SUAN Y STA LUCIA;M. SALAMINA Y EL PIÑON;M. CANDELARIA Y MANATI;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;8137
281;9150;915010;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;91669
282;5270;527007;RÍO (PERMANEN.) Y M. EL ROSARIO;MPIO. LOS ANDES Y EL PEÑOL;MUNICIPIO TAMINANGO;MUNICIPIO CUMBITARA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52540
283;7350;735058;M. CHAPARRAL Y RÍOBLANCO;MPIO. AIPE Y PLANADAS;VÍA ATACO-CUCHILLA BUITRERA;M. RÍOBLANCO Y PLANADAS;Rural;Sin Informacion de Barrios;Aracamangas- Bruselas-  Buhos-  Caicedonia-  Caño Roto-  Coloradas-  Contorno-  Copete Oriente-  El Oso-  El Triunfo - Occidental-  Esmeralda Alta-  Esmeralda Baja-  Esperanza-  La Estrella-  La Loma-  La Vista-  Las Juntas-  Los Andes-  Maquencal-  Menda;73067
284;1108;110841;AC  1 DE MAYO;AU SUR  Y  RIO TUNJUELITO;AK  68;CL  44 S;Urbano;Alqueria La Fragua- Alqueria La Fragua Norte- Boita- La Campiña- Las Delicias- Nueva York- Provivienda- Provivienda Occidental- Renania Urapanes- Santa Catalina- Timiza- Timiza A- Timiza B- Timiza C- Tundama;Sin Informacion de Veredas;11001
285;5275;527580;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52473
286;2500;250051;AK TERRER-TV 13D-KR 77G;TV  7  Y  KR 7;AU SUR;LIMITE URBANO;Urbano;Acuaparque Altanare- Alameda del Pinar- Altos de Camilo Torres- Altos de Portalegre- Altos del Bosque I- Altos del Bosque II- Altos del Bosque III- Altos del Pinar I- Altos del Pinar II- Altos del Pinar III- Altos del Pinar IV- Altos del Sacromonte- Bochi;Sin Informacion de Veredas;25754
287;1700;170008;RIO GUACAICA;RIO CHINCHINÁ;LIMITE URBANO;MUNICIPIO PALESTINA;Rural;Sin Informacion de Barrios;Colombia- Cueva Santa-  El Cascarero-  El Chuzo-  El Guineo-  El Limon-  El Reposo-  El Rosario-  Guacaica-  Guacaica-  Guacas-  La Argelia-  La Aurora-  La Cabaña-  La China-  La Inquisición-  La Quiebra del Billar-  La Trinida-  Lisboa-  Los Lobos-  Mal;17001
288;7060;706037;MPIO. SANTIAGO DE TOLU;MPIO. MOMIL Y SAN ANDRES SOTAVENTO;MUNICIPIO SINCELEJO;MPIO. PURISIMA Y COVEÑAS;Rural;Sin Informacion de Barrios;Algodoncillo- Aserradero-  Bomba-  Cabecera Municipal-  Centro Azul-  Chupundun-  El Martillo-  El Olivo-  Flechas-  Guaimaral-  Guaymaral-  hueso-  La Gran Vía-  Las Huertas-  Los Castillos-  Media Sombra-  Minuto de Dios-  Mocha Nariz-  Palmar-  Palmar;70523
289;5270;527060;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52405
290;1548;154827;MUNICIPIO PAUNA;VÍA MAPIRIPI - PAUNA;MUNICIPIO CALDAS;MUNICIPIO PAUNA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15442
291;8140;814057;MUNICIPIO SARAVENA;MUNICIPIO TAME;MUNICIPIO ARAUQUITA;VÍA TAME - FORTUL;Rural;Sin Informacion de Barrios;Alpes 1- Arauquita_Arauca-  Bajo Caranal-  Buenos Aires-  El Amparo-  El Cristal-  El Paraiso-  La Cabaña-  La Cristalina-  La Primavera-  La Salve-  La Unión-  Villanueva;81300
292;7000;700001;LIMITE URBANO;KR 19;LIMITE URBANO;KR 17;Urbano;6 de Enero- 7 de Agosto- A Prodes- Av Las Penitas- Bellavista- Bogotá- Bosque- Boston- Buenos Aires- Carcel Nacional- Cauca- Centro- Charconcito- Ciudad Jardín- Ciudadela Universitaria I- Ciudadela Universitaria II- Costa Azul- Cuatro Vientos- Dulce Nombr;Sin Informacion de Veredas;70001
293;7020;702057;MPIO. SAN LUIS DE SINCE;MPIO. EL ROBLE Y SAN BENITO ABAD;MUNICIPIO MAGANGUÉ;MPIO. SAN LUIS DE SINCE;Rural;Sin Informacion de Barrios;Cocorote;70235
